,,,,,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scrimmage,Scrimmage,Scrimmage,Scrimmage,,-additional
Rk,Player,Team,Conf,G,Att,Yds,Y/A,TD,Y/G,Rec,Yds,Y/R,TD,Y/G,Plays,Yds,Avg,TD,Awards,-9999
1132,Justin Berger,Wyoming,MWC,7,1,8,8.0,1,1.1,2,35,17.5,0,5.0,3,43,14.3,1,,justin-berger-1
1133,Justin Vele,Hawaii,MWC,11,4,8,2.0,0,0.7,1,0,0.0,0,0.0,5,8,1.6,0,,justin-vele-1
1134,Levern Jacobs,Maryland,Big Ten,10,2,8,4.0,0,0.8,35,425,12.1,3,42.5,37,433,11.7,3,,levern-jacobs-1
1135,Micah Holder*,San Diego State,MWC,14,1,8,8.0,0,0.6,24,439,18.3,6,31.4,25,447,17.9,6,,micah-holder-1
1136,Nick Ellis*,Toledo,MAC,12,2,8,4.0,0,0.7,0,0,,0,0.0,2,8,4.0,0,,nick-ellis-1
1137,Rex Rollins,North Texas,CUSA,1,2,8,4.0,0,8.0,1,3,3.0,0,3.0,3,11,3.7,0,,rex-rollins-1
1138,Ricky Jones*,Louisiana Tech,CUSA,13,3,8,2.7,1,0.6,2,25,12.5,0,1.9,5,33,6.6,1,,ricky-jones-2
1139,Shay Fields,Colorado,Pac-12,12,2,8,4.0,0,0.7,42,598,14.2,4,49.8,44,606,13.8,4,,shay-fields-1
1140,Shug Oyegunle,Florida International,CUSA,11,2,8,4.0,0,0.7,2,83,41.5,1,7.5,4,91,22.8,1,,shug-oyegunle-1
1141,Tyler Mayes*,Temple,American,13,1,8,8.0,0,0.6,0,0,,0,0.0,1,8,8.0,0,,tyler-mayes-1
1142,Walter Tucker*,Miami (FL),ACC,10,3,8,2.7,0,0.8,0,0,,0,0.0,3,8,2.7,0,,walter-tucker-1
1143,Bobby Swigert,Boston College,ACC,8,2,7,3.5,0,0.9,5,39,7.8,1,4.9,7,46,6.6,1,,bobby-swigert-1
1144,Eddie Daugherty,Eastern Michigan,MAC,12,6,7,1.2,0,0.6,37,557,15.1,4,46.4,43,564,13.1,4,,eddie-daugherty-1
1145,George Rushing*,Wisconsin,Big Ten,10,2,7,3.5,0,0.7,1,10,10.0,0,1.0,3,17,5.7,0,,george-rushing-2
1146,Gerald Everett,South Alabama,Sun Belt,12,8,7,0.9,4,0.6,41,575,14.0,8,47.9,49,582,11.9,12,,gerald-everett-1
1147,Jake Hubenak*,Texas A&M,SEC,6,15,7,0.5,0,1.2,0,0,,0,0.0,15,7,0.5,0,,jake-hubenak-1
1148,Jalen Greene*,USC,Pac-12,14,3,7,2.3,0,0.5,10,104,10.4,0,7.4,13,111,8.5,0,,jalen-greene-1
1149,Jauan Wesley,Iowa State,Big 12,10,3,7,2.3,0,0.7,30,301,10.0,2,30.1,33,308,9.3,2,,jauan-wesley-1
1150,Joe Colton,Massachusetts,MAC,12,1,7,7.0,0,0.6,0,0,,0,0.0,1,7,7.0,0,,joe-colton-1
1151,Jonny Linehan*,BYU,Ind,12,2,7,3.5,0,0.6,0,0,,0,0.0,2,7,3.5,0,,jonny-linehan-1
1152,Josh Oliver*,San Jose State,MWC,13,1,7,7.0,0,0.5,4,36,9.0,1,2.8,5,43,8.6,1,,josh-oliver-1
1153,Myles Jack*,UCLA,Pac-12,3,2,7,3.5,1,2.3,0,0,,0,0.0,2,7,3.5,1,,myles-jack-1
1154,Paul Turner*,Louisiana Tech,CUSA,11,1,7,7.0,0,0.6,45,657,14.6,3,59.7,46,664,14.4,3,,paul-turner-3
1155,Ryan Burbrink*,Bowling Green,MAC,13,1,7,7.0,1,0.5,56,627,11.2,4,48.2,57,634,11.1,5,,ryan-burbrink-1
1156,Tyler Sarrazin*,Southern Mississippi,CUSA,14,2,7,3.5,1,0.5,0,0,,0,0.0,2,7,3.5,1,,tyler-sarrazin-1
1157,Vincent Croce,Virginia,ACC,12,1,7,7.0,0,0.6,2,3,1.5,0,0.3,3,10,3.3,0,,vincent-croce-1
1158,Xavier Williams*,Colorado State,MWC,9,2,7,3.5,0,0.8,19,231,12.2,2,25.7,21,238,11.3,2,,xavier-williams-1
1159,Anthony Rice*,Central Michigan,MAC,13,1,6,6.0,0,0.5,57,595,10.4,4,45.8,58,601,10.4,4,,anthony-rice-2
1160,Brennan Goodnature*,Clemson,ACC,1,1,6,6.0,0,6.0,0,0,,0,0.0,1,6,6.0,0,,brennan-goodnature-1
1161,Caleb Woodward*,Texas Tech,Big 12,1,1,6,6.0,0,6.0,0,0,,0,0.0,1,6,6.0,0,,caleb-woodward-1
1162,Chad Beebe*,Northern Illinois,MAC,13,3,6,2.0,0,0.5,13,193,14.8,0,14.8,16,199,12.4,0,,chad-beebe-1
1163,Charles Argenzio,Wake Forest,ACC,9,1,6,6.0,0,0.7,1,1,1.0,0,0.1,2,7,3.5,0,,charles-argenzio-1
1164,Davis Webb*,Texas Tech,Big 12,5,2,6,3.0,2,1.2,0,0,,0,0.0,2,6,3.0,2,,davis-webb-1
1165,DJ Nelson*,Utah State,MWC,2,2,6,3.0,0,3.0,0,0,,0,0.0,2,6,3.0,0,,dj-nelson-1
1166,Garrett Anderson*,Connecticut,American,2,3,6,2.0,0,3.0,1,12,12.0,0,6.0,4,18,4.5,0,,garrett-anderson-2
1167,Jacob Martinez,Buffalo,MAC,12,3,6,2.0,0,0.5,15,153,10.2,1,12.8,18,159,8.8,1,,jacob-martinez-1
1168,Jared Murphy,Miami (OH),MAC,12,3,6,2.0,0,0.5,29,439,15.1,2,36.6,32,445,13.9,2,,jared-murphy-1
1169,Josh Doctson*,Texas Christian,Big 12,11,1,6,6.0,0,0.5,79,1327,16.8,14,120.6,80,1333,16.7,14,AA,josh-doctson-1
1170,Justice Murphy,Wyoming,MWC,11,2,6,3.0,1,0.5,1,17,17.0,0,1.5,3,23,7.7,1,,justice-murphy-1
1171,Justin Hughes*,Kansas State,Big 12,1,1,6,6.0,0,6.0,0,0,,0,0.0,1,6,6.0,0,,justin-hughes-2
1172,Keith Harris Jr.*,Northern Illinois,MAC,5,3,6,2.0,0,1.2,0,0,,0,0.0,3,6,2.0,0,,keith-harris-jr-1
1173,Kenneth Walker III*,UCLA,Pac-12,13,1,6,6.0,0,0.5,9,231,25.7,1,17.8,10,237,23.7,1,,kenny-walker-2
1174,Malik Henry*,Georgia Southern,Sun Belt,9,1,6,6.0,0,0.7,2,46,23.0,0,5.1,3,52,17.3,0,,malik-henry-1
1175,Matt Galambos*,Pitt,ACC,13,1,6,6.0,0,0.5,1,12,12.0,0,0.9,2,18,9.0,0,,matt-galambos-1
1176,Price Wilson*,Louisiana Tech,CUSA,1,1,6,6.0,0,6.0,0,0,,0,0.0,1,6,6.0,0,,price-wilson-1
1177,Ryan Braswell,Georgia Tech,ACC,2,4,6,1.5,0,3.0,0,0,,0,0.0,4,6,1.5,0,,ryan-braswell-1
1178,Ryan Switzer*,North Carolina,ACC,14,3,6,2.0,0,0.4,55,697,12.7,6,49.8,58,703,12.1,6,,ryan-switzer-1
1179,Ty Slanina*,Texas Christian,Big 12,4,1,6,6.0,0,1.5,11,134,12.2,0,33.5,12,140,11.7,0,,ty-slanina-1
1180,Vincent Lowe,Old Dominion,CUSA,11,3,6,2.0,0,0.5,15,117,7.8,0,10.6,18,123,6.8,0,,vincent-lowe-1
1181,Zach Matics*,Appalachian State,Sun Belt,13,1,6,6.0,0,0.5,0,0,,0,0.0,1,6,6.0,0,,zach-matics-1
1182,Alex Ogle*,Boise State,MWC,3,2,5,2.5,0,1.7,0,0,,0,0.0,2,5,2.5,0,,alex-ogle-1
1183,Daythan Davis*,Southern Mississippi,CUSA,14,3,5,1.7,0,0.4,10,86,8.6,0,6.1,13,91,7.0,0,,daythan-davis-1
1184,Desmond Cain,Illinois,Big Ten,12,1,5,5.0,0,0.4,53,492,9.3,1,41.0,54,497,9.2,1,,desmond-cain-1
1185,D.J. Vinson,South Alabama,Sun Belt,12,3,5,1.7,1,0.4,23,193,8.4,0,16.1,26,198,7.6,1,,dj-vinson-1
1186,Elijah St. Hilaire,Army,Ind,7,1,5,5.0,0,0.7,0,0,,0,0.0,1,5,5.0,0,,elijah-st-hilaire-1
1187,Ezra Saffold*,Northern Illinois,MAC,7,1,5,5.0,0,0.7,5,44,8.8,0,6.3,6,49,8.2,0,,ezra-saffold-1
1188,Gregory Phillips,Purdue,Big Ten,12,1,5,5.0,0,0.4,13,142,10.9,2,11.8,14,147,10.5,2,,gregory-phillips-1
1189,Jafus Gaines,Texas State,Sun Belt,12,1,5,5.0,0,0.4,42,521,12.4,2,43.4,43,526,12.2,2,,jafus-gaines-1
1190,Jeremy Gaskins,Florida Atlantic,CUSA,9,2,5,2.5,0,0.6,1,6,6.0,0,0.7,3,11,3.7,0,,jeremy-gaskins-1
1191,Jesse Ertz*,Kansas State,Big 12,1,1,5,5.0,0,5.0,0,0,,0,0.0,1,5,5.0,0,,jesse-ertz-1
1192,Joseph Puopolo,UCF,American,9,1,5,5.0,0,0.6,1,1,1.0,0,0.1,2,6,3.0,0,,joseph-puopolo-1
1193,Kenny Lawler*,California,Pac-12,13,1,5,5.0,0,0.4,52,658,12.7,13,50.6,53,663,12.5,13,,kenny-lawler-1
1194,Marcus Green,Louisiana-Monroe,Sun Belt,12,3,5,1.7,0,0.4,63,698,11.1,7,58.2,66,703,10.7,7,,marcus-green-6
1195,Michael Barden*,Texas Tech,Big 12,8,2,5,2.5,0,0.6,0,0,,0,0.0,2,5,2.5,0,,michael-barden-1
1196,Quadree Henderson*,Pitt,ACC,9,2,5,2.5,0,0.6,2,1,0.5,0,0.1,4,6,1.5,0,,quadree-henderson-1
1197,Quinten Dormady*,Tennessee,SEC,6,10,5,0.5,0,0.8,0,0,,0,0.0,10,5,0.5,0,,quinten-dormady-1
1198,Rocky Hayes*,Arkansas State,Sun Belt,13,2,5,2.5,0,0.4,0,0,,0,0.0,2,5,2.5,0,,rocky-hayes-1
1199,Rodney Anderson*,Oklahoma,Big 12,2,1,5,5.0,0,2.5,0,0,,0,0.0,1,5,5.0,0,,rodney-anderson-1
1200,Rona Cleveland*,Air Force,MWC,2,1,5,5.0,0,2.5,0,0,,0,0.0,1,5,5.0,0,,rona-cleveland-1
1201,Shane Wimann*,Northern Illinois,MAC,14,1,5,5.0,0,0.4,11,98,8.9,4,7.0,12,103,8.6,4,,shane-wimann-1
1202,Sterling Shepard*,Oklahoma,Big 12,13,1,5,5.0,0,0.4,86,1288,15.0,11,99.1,87,1293,14.9,11,,sterling-shepard-1
1203,Taylor Cornelius*,Oklahoma State,Big 12,2,4,5,1.3,0,2.5,0,0,,0,0.0,4,5,1.3,0,,taylor-cornelius-1
1204,Tyrone Perkins,Syracuse,ACC,6,1,5,5.0,0,0.8,0,0,,0,0.0,1,5,5.0,0,,tyrone-perkins-1
1205,V'Angelo Bentley,Illinois,Big Ten,12,2,5,2.5,0,0.4,0,0,,0,0.0,2,5,2.5,0,,vangelo-bentley-1
1206,Will Huntsman*,Navy,American,2,1,5,5.0,0,2.5,0,0,,0,0.0,1,5,5.0,0,,will-huntsman-1
1207,Ajalen Holley,Louisiana-Monroe,Sun Belt,12,1,4,4.0,0,0.3,60,709,11.8,6,59.1,61,713,11.7,6,,ajalen-holley-1
1208,Al-Damion Riles,Louisiana,Sun Belt,11,1,4,4.0,0,0.4,46,477,10.4,4,43.4,47,481,10.2,4,,al-damion-riles-1
1209,Andy Teasdall*,Clemson,ACC,15,1,4,4.0,0,0.3,0,0,,0,0.0,1,4,4.0,0,,andy-teasdall-1
1210,Austin Proehl*,North Carolina,ACC,12,1,4,4.0,0,0.3,12,225,18.8,1,18.8,13,229,17.6,1,,austin-proehl-1
1211,Booker Mays*,Arkansas State,Sun Belt,13,1,4,4.0,0,0.3,7,74,10.6,0,5.7,8,78,9.8,0,,booker-mays-1
1212,Brady Jones,UTSA,CUSA,9,1,4,4.0,0,0.4,5,52,10.4,0,5.8,6,56,9.3,0,,brady-jones-2
1213,Britain Covey*,Utah,Pac-12,12,6,4,0.7,0,0.3,43,519,12.1,4,43.3,49,523,10.7,4,,britain-covey-1
1214,Clinton Taylor,Florida International,CUSA,12,1,4,4.0,0,0.3,37,387,10.5,3,32.3,38,391,10.3,3,,clinton-taylor-1
1215,Corian Hamilton*,South Florida,American,10,1,4,4.0,0,0.4,0,0,,0,0.0,1,4,4.0,0,,corian-hamilton-1
1216,Darion Griswold*,Arkansas State,Sun Belt,13,1,4,4.0,1,0.3,13,187,14.4,2,14.4,14,191,13.6,3,,darion-griswold-1
1217,Demun Mercer,Texas State,Sun Belt,12,1,4,4.0,0,0.3,19,235,12.4,2,19.6,20,239,12.0,2,,demun-mercer-1
1218,Derek Straus*,Wisconsin,Big Ten,12,1,4,4.0,0,0.3,0,0,,0,0.0,1,4,4.0,0,,derek-straus-1
1219,Domonique Young,Purdue,Big Ten,11,1,4,4.0,1,0.4,21,276,13.1,1,25.1,22,280,12.7,2,,domonique-young-1
1220,Donald Gage*,Houston,American,10,1,4,4.0,0,0.4,6,19,3.2,0,1.9,7,23,3.3,0,,donald-gage-1
1221,Faton Bauta*,Georgia,SEC,12,3,4,1.3,0,0.3,0,0,,0,0.0,3,4,1.3,0,,faton-bauta-1
1222,Frank Wims*,Memphis,American,5,1,4,4.0,0,0.8,3,57,19.0,1,11.4,4,61,15.3,1,,frank-wims-1
1223,Gunnar Holcombe*,Marshall,CUSA,1,3,4,1.3,0,4.0,0,0,,0,0.0,3,4,1.3,0,,gunnar-holcombe-1
1224,Harry Adolphus*,California,Pac-12,3,1,4,4.0,0,1.3,0,0,,0,0.0,1,4,4.0,0,,harry-adolphus-1
1225,Hunter Fralick*,Nevada,MWC,3,1,4,4.0,1,1.3,0,0,,0,0.0,1,4,4.0,1,,hunter-fralick-1
1226,Jamal Jeffery*,Texas A&M,SEC,5,1,4,4.0,0,0.8,2,-1,-0.5,0,-0.2,3,3,1.0,0,,jamal-jeffery-1
1227,James Knapke*,Bowling Green,MAC,13,2,4,2.0,0,0.3,0,0,,0,0.0,2,4,2.0,0,,james-knapke-1
1228,Jarred Alwan*,Temple,American,14,1,4,4.0,0,0.3,0,0,,0,0.0,1,4,4.0,0,,jarred-alwan-1
1229,Jeremy Sprinkle*,Arkansas,SEC,13,1,4,4.0,0,0.3,27,389,14.4,6,29.9,28,393,14.0,6,,jeremy-sprinkle-1
1230,JuJu Smith-Schuster*,USC,Pac-12,14,1,4,4.0,0,0.3,89,1454,16.3,10,103.9,90,1458,16.2,10,,juju-smith-1
1231,KE'Marvin Pitts,Troy,Sun Belt,2,7,4,0.6,0,2.0,0,0,,0,0.0,7,4,0.6,0,,kemarvin-pitts-1
1232,Marcus Sanders-Williams*,Utah,Pac-12,11,2,4,2.0,0,0.4,3,19,6.3,0,1.7,5,23,4.6,0,,marcus-sanders-williams-1
1233,Nu'Uvali Fa'Apito*,Colorado State,MWC,9,4,4,1.0,2,0.4,5,19,3.8,0,2.1,9,23,2.6,2,,nuuvali-faapito-1
1234,Penitito Faalologo,Hawaii,MWC,13,1,4,4.0,0,0.3,0,0,,0,0.0,1,4,4.0,0,,penitito-faalologo-1
1235,Phil Mayhue*,Memphis,American,13,1,4,4.0,0,0.3,51,670,13.1,1,51.5,52,674,13.0,1,,phil-mayhue-1
1236,Quay Johnson,East Carolina,American,12,1,4,4.0,0,0.3,16,134,8.4,1,11.2,17,138,8.1,1,,quay-johnson-1
1237,Raymond Wingo,Missouri,SEC,9,2,4,2.0,0,0.4,4,24,6.0,0,2.7,6,28,4.7,0,,raymond-wingo-1
1238,Soma Vainuku*,USC,Pac-12,14,2,4,2.0,1,0.3,0,0,,0,0.0,2,4,2.0,1,,soma-vainuku-1
1239,Stephen Johnson*,UCLA,Pac-12,7,2,4,2.0,0,0.6,8,115,14.4,0,16.4,10,119,11.9,0,,stephen-johnson-4
1240,Steven Walker*,Colorado State,MWC,13,1,4,4.0,0,0.3,14,235,16.8,1,18.1,15,239,15.9,1,,steven-walker-1
1241,Tim Crawley*,San Jose State,MWC,13,4,4,1.0,1,0.3,39,424,10.9,5,32.6,43,428,10.0,6,,tim-crawley-1
1242,Trevor Davis*,California,Pac-12,13,3,4,1.3,0,0.3,40,672,16.8,2,51.7,43,676,15.7,2,,trevor-davis-1
1243,Tristan Payton,UCF,American,10,4,4,1.0,0,0.4,21,264,12.6,1,26.4,25,268,10.7,1,,tristan-payton-1
1244,Tyler Cameron,Florida Atlantic,CUSA,12,2,4,2.0,0,0.3,21,257,12.2,0,21.4,23,261,11.3,0,,tyler-cameron-1
1245,Tyler Trosin*,Arkansas State,Sun Belt,12,4,4,1.0,0,0.3,8,113,14.1,0,9.4,12,117,9.8,0,,tyler-trosin-1
1246,Adam McFain*,Arkansas,SEC,3,1,3,3.0,0,1.0,0,0,,0,0.0,1,3,3.0,0,,adam-mcfain-1
1247,Brady Bodine*,North Carolina State,ACC,7,3,3,1.0,0,0.4,0,0,,0,0.0,3,3,1.0,0,,brady-bodine-1
1248,Brandon Williams*,Texas A&M,SEC,13,1,3,3.0,0,0.2,1,3,3.0,0,0.2,2,6,3.0,0,,brandon-williams-10
1249,Claude Garrett,South Alabama,Sun Belt,9,2,3,1.5,0,0.3,6,26,4.3,0,2.9,8,29,3.6,0,,claude-garrett-1
1250,Da'Mari Scott,Fresno State,MWC,11,1,3,3.0,0,0.3,24,364,15.2,3,33.1,25,367,14.7,3,,damari-scott-1
1251,Darius Paulk,South Carolina,SEC,12,2,3,1.5,0,0.3,0,0,,0,0.0,2,3,1.5,0,,darius-paulk-1
1252,Devin Ross,Colorado,Pac-12,12,1,3,3.0,0,0.3,25,324,13.0,2,27.0,26,327,12.6,2,,devin-ross-2
1253,Eric Cooper*,Central Michigan,MAC,13,1,3,3.0,0,0.2,9,84,9.3,1,6.5,10,87,8.7,1,,eric-cooper-1
1254,Garrett Krstich,SMU,American,11,3,3,1.0,0,0.3,0,0,,0,0.0,3,3,1.0,0,,garrett-krstich-1
1255,Holden Kramer,Iowa State,Big 12,6,1,3,3.0,0,0.5,0,0,,0,0.0,1,3,3.0,0,,holden-kramer-1
1256,Jayson Sparks*,Tennessee,SEC,3,1,3,3.0,0,1.0,0,0,,0,0.0,1,3,3.0,0,,jayson-sparks-1
1257,Jon'Vea Johnson*,Toledo,MAC,12,1,3,3.0,0,0.3,8,101,12.6,0,8.4,9,104,11.6,0,,jonvea-johnson-1
1258,Logan Laurent,Massachusetts,MAC,12,1,3,3.0,0,0.3,0,0,,0,0.0,1,3,3.0,0,,logan-laurent-1
1259,Luke Wright*,Cincinnati,American,4,2,3,1.5,0,0.8,0,0,,0,0.0,2,3,1.5,0,,luke-wright-1
1260,Macon Plewa*,Iowa,Big Ten,14,1,3,3.0,0,0.2,2,7,3.5,0,0.5,3,10,3.3,0,,macon-plewa-1
1261,Malik Watson*,San Jose State,MWC,3,1,3,3.0,0,1.0,0,0,,0,0.0,1,3,3.0,0,,malik-watson-1
1262,Martin Johnson*,Ole Miss,SEC,1,1,3,3.0,0,3.0,0,0,,0,0.0,1,3,3.0,0,,martin-johnson-1
1263,Preston Randall,Kansas,Big 12,2,1,3,3.0,0,1.5,0,0,,0,0.0,1,3,3.0,0,,preston-randall-1
1264,Rahmel Dockery,Oregon State,Pac-12,10,1,3,3.0,0,0.3,2,15,7.5,0,1.5,3,18,6.0,0,,rahmel-dockery-1
1265,Rashon Ceaser,Louisiana-Monroe,Sun Belt,5,2,3,1.5,0,0.6,31,325,10.5,2,65.0,33,328,9.9,2,,rashon-ceaser-1
1266,Ryan Buchanan*,Ole Miss,SEC,12,3,3,1.0,0,0.3,0,0,,0,0.0,3,3,1.0,0,,ryan-buchanan-1
1267,Shane Smith*,San Jose State,MWC,13,1,3,3.0,0,0.2,7,121,17.3,0,9.3,8,124,15.5,0,,shane-smith-4
1268,Will Gleeson*,Ole Miss,SEC,13,1,3,3.0,0,0.2,0,0,,0,0.0,1,3,3.0,0,,will-gleeson-1
1269,Will Monday*,Duke,ACC,13,1,3,3.0,0,0.2,0,0,,0,0.0,1,3,3.0,0,,will-monday-1
1270,Amara Darboh*,Michigan,Big Ten,13,2,2,1.0,0,0.2,58,727,12.5,5,55.9,60,729,12.2,5,,amara-darboh-1
1271,Armanti Foreman,Texas,Big 12,10,2,2,1.0,0,0.2,11,182,16.5,2,18.2,13,184,14.2,2,,armanti-foreman-1
1272,Calvin Ridley*,Alabama,SEC,15,1,2,2.0,0,0.1,89,1045,11.7,7,69.7,90,1047,11.6,7,,calvin-ridley-1
1273,Cameron Batson*,Texas Tech,Big 12,13,1,2,2.0,0,0.2,29,327,11.3,1,25.2,30,329,11.0,1,,cameron-batson-1
1274,Cedric Thompson,UCF,American,10,2,2,1.0,0,0.2,7,31,4.4,0,3.1,9,33,3.7,0,,cedric-thompson-3
1275,Chad Hanaoka*,Northwestern,Big Ten,1,1,2,2.0,0,2.0,0,0,,0,0.0,1,2,2.0,0,,chad-hanaoka-1
1276,Chase Pennycuff*,Middle Tennessee State,CUSA,11,1,2,2.0,0,0.2,0,0,,0,0.0,1,2,2.0,0,,chase-pennycuff-1
1277,Colton Plante*,Florida State,ACC,4,1,2,2.0,1,0.5,0,0,,0,0.0,1,2,2.0,1,,colton-plante-1
1278,Dan Monteroso,Purdue,Big Ten,8,1,2,2.0,0,0.3,2,64,32.0,1,8.0,3,66,22.0,1,,dan-monteroso-1
1279,Darryl Bonner*,Navy,American,2,1,2,2.0,0,1.0,0,0,,0,0.0,1,2,2.0,0,,darryl-bonner-1
1280,Deanthony Arnett*,Michigan State,Big Ten,10,1,2,2.0,0,0.2,6,106,17.7,2,10.6,7,108,15.4,2,,deanthony-arnett-1
1281,Donnie Ernsberger*,Western Michigan,MAC,13,1,2,2.0,0,0.2,2,22,11.0,0,1.7,3,24,8.0,0,,donnie-ernsberger-1
1282,Jaquis Dancy*,Louisiana Tech,CUSA,13,2,2,1.0,0,0.2,1,30,30.0,0,2.3,3,32,10.7,0,,jaquis-dancy-1
1283,Jason Connella,East Carolina,American,1,1,2,2.0,0,2.0,0,0,,0,0.0,1,2,2.0,0,,jason-connella-1
1284,Joe Riddle,Maryland,Big Ten,12,2,2,1.0,0,0.2,0,0,,0,0.0,2,2,1.0,0,,joe-riddle-1
1285,Kam Myers*,Georgia State,Sun Belt,8,1,2,2.0,0,0.3,4,29,7.3,0,3.6,5,31,6.2,0,,kam-myers-1
1286,Kameron McKnight*,Louisiana Tech,CUSA,13,1,2,2.0,0,0.2,22,268,12.2,0,20.6,23,270,11.7,0,,kameron-mcknight-1
1287,K.D. Cannon*,Baylor,Big 12,13,1,2,2.0,0,0.2,50,868,17.4,6,66.8,51,870,17.1,6,,kd-cannon-1
1288,Laquan McGowan*,Baylor,Big 12,13,1,2,2.0,0,0.2,2,23,11.5,2,1.8,3,25,8.3,2,,laquan-mcgowan-1
1289,Laremy Tunsil*,Ole Miss,SEC,6,1,2,2.0,1,0.3,0,0,,0,0.0,1,2,2.0,1,,laremy-tunsil-1
1290,Logan Hunt*,Georgia Southern,Sun Belt,12,1,2,2.0,0,0.2,0,0,,0,0.0,1,2,2.0,0,,logan-hunt-1
1291,Malin Jones*,Louisville,ACC,5,1,2,2.0,0,0.4,0,0,,0,0.0,1,2,2.0,0,,malin-jones-1
1292,Marcus Gaines*,Louisiana Tech,CUSA,13,1,2,2.0,0,0.2,17,315,18.5,2,24.2,18,317,17.6,2,,marcus-gaines-1
1293,Markell Pack*,Ole Miss,SEC,13,2,2,1.0,0,0.2,31,380,12.3,3,29.2,33,382,11.6,3,,markell-pack-1
1294,Marlon Seets*,Louisiana Tech,CUSA,10,1,2,2.0,0,0.2,1,11,11.0,0,1.1,2,13,6.5,0,,marlon-seets-1
1295,Pereese Joas,Hawaii,MWC,7,2,2,1.0,0,0.3,0,0,,0,0.0,2,2,1.0,0,,pereese-joas-1
1296,Robert Nkemdiche*,Ole Miss,SEC,11,4,2,0.5,2,0.2,1,31,31.0,1,2.8,5,33,6.6,3,,robert-nkemdiche-1
1297,Ryan Brown*,Georgia Southern,Sun Belt,6,1,2,2.0,0,0.3,0,0,,0,0.0,1,2,2.0,0,,ryan-brown-4
1298,Stacy Boyd*,Texas Christian,Big 12,2,3,2,0.7,0,1.0,0,0,,0,0.0,3,2,0.7,0,,stacy-boyd-1
1299,Terrel Hunt,Syracuse,ACC,1,1,2,2.0,0,2.0,0,0,,0,0.0,1,2,2.0,0,,terrel-hunt-1
1300,Toby Baker*,Arkansas,SEC,13,1,2,2.0,0,0.2,0,0,,0,0.0,1,2,2.0,0,,toby-baker-1
1301,Tristan Vizcaino*,Washington,Pac-12,13,1,2,2.0,1,0.2,0,0,,0,0.0,1,2,2.0,1,,tristan-vizcaino-1
1302,Wilton Speight*,Michigan,Big Ten,7,2,2,1.0,0,0.3,0,0,,0,0.0,2,2,1.0,0,,wilton-speight-1
1303,Brandon Smith,Texas State,Sun Belt,12,1,1,1.0,0,0.1,33,462,14.0,2,38.5,34,463,13.6,2,,brandon-smith-7
1304,Chris Dadson*,San Jose State,MWC,13,1,1,1.0,0,0.1,0,0,,0,0.0,1,1,1.0,0,,chris-dadson-1
1305,Cody Core*,Ole Miss,SEC,13,1,1,1.0,0,0.1,37,644,17.4,4,49.5,38,645,17.0,4,,cody-core-1
1306,Darreus Rogers*,USC,Pac-12,12,1,1,1.0,0,0.1,28,289,10.3,3,24.1,29,290,10.0,3,,darreus-rogers-1
1307,David Moala*,Utah State,MWC,11,1,1,1.0,1,0.1,0,0,,0,0.0,1,1,1.0,1,,david-moala-1
1308,Demarcus Robinson*,Florida,SEC,13,1,1,1.0,0,0.1,48,522,10.9,2,40.2,49,523,10.7,2,,demarcus-robinson-3
1309,Devin Campbell,Buffalo,MAC,8,2,1,0.5,0,0.1,1,-2,-2.0,0,-0.3,3,-1,-0.3,0,,devin-campbell-1
1310,Dylan Bradley*,Southern Mississippi,CUSA,14,2,1,0.5,0,0.1,0,0,,0,0.0,2,1,0.5,0,,dylan-bradley-1
1311,Ejiro Ederaine,Fresno State,MWC,12,1,1,1.0,1,0.1,0,0,,0,0.0,1,1,1.0,1,,ejiro-ederaine-1
1312,Francis Owusu*,Stanford,Pac-12,14,1,1,1.0,0,0.1,13,175,13.5,1,12.5,14,176,12.6,1,,francis-owusu-1
1313,Gaston Davis,Texas,Big 12,1,1,1,1.0,0,1.0,0,0,,0,0.0,1,1,1.0,0,,gaston-davis-1
1314,Halen Steward,UTSA,CUSA,10,3,1,0.3,0,0.1,1,1,1.0,1,0.1,4,2,0.5,1,,halen-steward-1
1315,Jarrod Lynn,North Texas,CUSA,11,3,1,0.3,0,0.1,1,1,1.0,0,0.1,4,2,0.5,0,,jarrod-lynn-1
1316,Jay Jay Wilson*,Arizona State,Pac-12,11,1,1,1.0,0,0.1,0,0,,0,0.0,1,1,1.0,0,,jay-jay-wilson-1
1317,Jeremy Liggins*,Ole Miss,SEC,13,4,1,0.3,0,0.1,1,18,18.0,0,1.4,5,19,3.8,0,,jeremy-liggins-1
1318,Jerico Richardson*,Nevada,MWC,13,1,1,1.0,1,0.1,68,750,11.0,5,57.7,69,751,10.9,6,,jerico-richardson-1
1319,Jonathan Lytle*,Georgia State,Sun Belt,13,1,1,1.0,0,0.1,0,0,,0,0.0,1,1,1.0,0,,jonathan-lytle-1
1320,Kyle Pohl*,Akron,MAC,5,5,1,0.2,0,0.2,0,0,,0,0.0,5,1,0.2,0,,kyle-pohl-1
1321,Marcell Ateman*,Oklahoma State,Big 12,13,1,1,1.0,0,0.1,45,766,17.0,5,58.9,46,767,16.7,5,,marcell-ateman-1
