,,,,,Rushing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Receiving,Scrimmage,Scrimmage,Scrimmage,Scrimmage,,-additional
Rk,Player,Team,Conf,G,Att,Yds,Y/A,TD,Y/G,Rec,Yds,Y/R,TD,Y/G,Plays,Yds,Avg,TD,Awards,-9999
941,Daniel Carlson*,Auburn,SEC,13,1,20,20.0,1,1.5,0,0,,0,0.0,1,20,20.0,1,,daniel-carlson-1
942,Jason Thompson,Connecticut,American,11,3,20,6.7,0,1.8,0,0,,0,0.0,3,20,6.7,0,,jason-thompson-2
943,Joe Hubener*,Kansas State,Big 12,6,21,20,1.0,2,3.3,0,0,,0,0.0,21,20,1.0,2,,joe-hubener-1
944,Keith Kirkwood*,Temple,American,14,2,20,10.0,0,1.4,42,648,15.4,4,46.3,44,668,15.2,4,,keith-kirkwood-1
945,Matt Krause*,Central Michigan,MAC,6,4,20,5.0,0,3.3,0,0,,0,0.0,4,20,5.0,0,,matt-krause-1
946,A.J. Taylor*,Wisconsin,Big Ten,13,4,19,4.8,0,1.5,3,53,17.7,0,4.1,7,72,10.3,0,,aj-taylor-1
947,Bailey Gaither,San Jose State,MWC,12,3,19,6.3,0,1.6,4,43,10.8,1,3.6,7,62,8.9,1,,bailey-gaither-1
948,Brad Smith*,Toledo,MAC,3,6,19,3.2,0,6.3,0,0,,0,0.0,6,19,3.2,0,,brad-smith-8
949,Jaylan Barbour*,Appalachian State,Sun Belt,10,2,19,9.5,0,1.9,6,45,7.5,1,4.5,8,64,8.0,1,,jaylan-barbour-1
950,Shane Morris*,Michigan,Big Ten,6,3,19,6.3,0,3.2,0,0,,0,0.0,3,19,6.3,0,,shane-morris-1
951,Adam Nunez*,Texas Christian,Big 12,13,1,18,18.0,0,1.4,0,0,,0,0.0,1,18,18.0,0,,adam-nunez-1
952,Ben DiNucci*,Pitt,ACC,2,2,18,9.0,0,9.0,0,0,,0,0.0,2,18,9.0,0,,ben-dinucci-1
953,Damon Mitchell*,Arkansas,SEC,12,7,18,2.6,0,1.5,0,0,,0,0.0,7,18,2.6,0,,damon-mitchell-1
954,Ervin Philips,Syracuse,ACC,12,6,18,3.0,1,1.5,90,822,9.1,6,68.5,96,840,8.8,7,,ervin-phillips-1
955,Ezra Saffold,Northern Illinois,MAC,9,4,18,4.5,0,2.0,5,43,8.6,0,4.8,9,61,6.8,0,,ezra-saffold-1
956,John Kolar*,Oklahoma State,Big 12,1,2,18,9.0,0,18.0,0,0,,0,0.0,2,18,9.0,0,,john-kolar-1
957,Jordan Westerkamp*,Nebraska,Big Ten,10,3,18,6.0,1,1.8,38,526,13.8,5,52.6,41,544,13.3,6,,jordan-westerkamp-1
958,Trey Hartley,San Jose State,MWC,11,1,18,18.0,0,1.6,33,572,17.3,4,52.0,34,590,17.4,4,,trey-hartley-1
959,Demeitre Brim*,UCF,American,13,1,17,17.0,0,1.3,0,0,,0,0.0,1,17,17.0,0,,demeitre-brim-1
960,Deondre Farrier,East Carolina,American,11,1,17,17.0,0,1.5,21,305,14.5,1,27.7,22,322,14.6,1,,deondre-farrier-1
961,Freddie Johnson*,Temple,American,2,1,17,17.0,0,8.5,1,14,14.0,0,7.0,2,31,15.5,0,,freddie-johnson-2
962,Henry Bussey,Florida Atlantic,CUSA,12,3,17,5.7,0,1.4,24,269,11.2,2,22.4,27,286,10.6,2,,henry-bussey-1
963,Jericho Worrell,Texas State,Sun Belt,8,12,17,1.4,0,2.1,3,11,3.7,0,1.4,15,28,1.9,0,,jericho-worrell-1
964,John David Moore*,LSU,SEC,12,7,17,2.4,0,1.4,10,58,5.8,0,4.8,17,75,4.4,0,,john-david-moore-1
965,Kennedy Williams,Utah State,MWC,12,4,17,4.3,0,1.4,7,38,5.4,0,3.2,11,55,5.0,0,,kennedy-williams-1
966,Kevin Hicks*,Army,Ind,1,3,17,5.7,1,17.0,0,0,,0,0.0,3,17,5.7,1,,kevin-hicks-3
967,Kevin Johnson,SMU,American,12,2,17,8.5,1,1.4,0,0,,0,0.0,2,17,8.5,1,,kevin-johnson-13
968,Kingston Davis*,Michigan,Big Ten,2,2,17,8.5,0,8.5,0,0,,0,0.0,2,17,8.5,0,,kingston-davis-1
969,Sadiq Palmer,Massachusetts,Ind,9,2,17,8.5,1,1.9,9,100,11.1,1,11.1,11,117,10.6,2,,sadiq-palmer-1
970,Alec Hullibarger*,Eastern Michigan,MAC,13,3,16,5.3,0,1.2,0,0,,0,0.0,3,16,5.3,0,,alec-hullibarger-1
971,Andre Baccellia*,Washington,Pac-12,14,2,16,8.0,0,1.1,7,98,14.0,1,7.0,9,114,12.7,1,,andre-baccellia-1
972,Devin Montgomery*,Oklahoma,Big 12,1,5,16,3.2,1,16.0,0,0,,0,0.0,5,16,3.2,1,,devin-montgomery-1
973,Jay Warren,Florida Atlantic,CUSA,11,7,16,2.3,1,1.5,0,0,,0,0.0,7,16,2.3,1,,jay-warren-1
974,Khalil Oliver,Oregon,Pac-12,12,1,16,16.0,0,1.3,0,0,,0,0.0,1,16,16.0,0,,khalil-oliver-1
975,Khalil Oliver,Oregon,Pac-12,12,1,16,16.0,0,1.3,0,0,,0,0.0,1,16,16.0,0,,khalil-oliver-2
976,Nick Tompkins,Michigan State,Big Ten,1,3,16,5.3,0,16.0,0,0,,0,0.0,3,16,5.3,0,,nick-tompkins-1
977,Orlando Bradford,Arizona,Pac-12,2,5,16,3.2,0,8.0,0,0,,0,0.0,5,16,3.2,0,,orlando-bradford-1
978,Sam Craft*,Memphis,American,4,16,16,1.0,0,4.0,10,126,12.6,1,31.5,26,142,5.5,1,,sam-craft-1
979,Bry'Kiethon Mouton*,LSU,SEC,4,5,15,3.0,1,3.8,1,4,4.0,0,1.0,6,19,3.2,1,,brykiethon-mouton-1
980,Casey Eugenio,Oregon,Pac-12,2,1,15,15.0,0,7.5,0,0,,0,0.0,1,15,15.0,0,,casey-eugenio-1
981,Chandler Cox*,Auburn,SEC,12,7,15,2.1,1,1.3,4,41,10.3,0,3.4,11,56,5.1,1,,chandler-cox-1
982,Gavin McDaniel*,Washington,Pac-12,1,3,15,5.0,0,15.0,0,0,,0,0.0,3,15,5.0,0,,gavin-mcdaniel-1
983,James Proche,SMU,American,12,4,15,3.8,0,1.3,57,709,12.4,6,59.1,61,724,11.9,6,,james-proche-1
984,Josh Augusta,Missouri,SEC,12,10,15,1.5,2,1.3,0,0,,0,0.0,10,15,1.5,2,,josh-augusta-1
985,Jovon Durante*,West Virginia,Big 12,13,3,15,5.0,0,1.2,35,331,9.5,2,25.5,38,346,9.1,2,,jovon-durante-1
986,Kaliq Kokuma*,Houston,American,5,4,15,3.8,0,3.0,0,0,,0,0.0,4,15,3.8,0,,kaliq-kokuma-1
987,Kekoa Crawford*,Michigan,Big Ten,13,3,15,5.0,0,1.2,4,47,11.8,1,3.6,7,62,8.9,1,,kekoa-crawford-1
988,L.J. Scott*,Louisville,ACC,4,3,15,5.0,0,3.8,4,42,10.5,1,10.5,7,57,8.1,1,,lj-scott-1
989,Michael Gallup*,Colorado State,MWC,13,4,15,3.8,0,1.2,76,1272,16.7,14,97.8,80,1287,16.1,14,,michael-gallup-1
990,Robert Ruiz*,Colorado State,MWC,13,1,15,15.0,0,1.2,23,350,15.2,3,26.9,24,365,15.2,3,,robert-ruiz-1
991,Tyler Huntley*,Utah,Pac-12,4,9,15,1.7,1,3.8,0,0,,0,0.0,9,15,1.7,1,,tyler-huntley-1
992,William Likely*,Maryland,Big Ten,6,2,15,7.5,0,2.5,1,-5,-5.0,0,-0.8,3,10,3.3,0,,william-likely-1
993,Ajene Harris*,USC,Pac-12,13,1,14,14.0,0,1.1,0,0,,0,0.0,1,14,14.0,0,,ajene-harris-1
994,Anthony Sherrils,Missouri,SEC,12,1,14,14.0,0,1.2,1,11,11.0,0,0.9,2,25,12.5,0,,anthony-sherrils-1
995,Austin McClellan*,Georgia Tech,ACC,11,2,14,7.0,0,1.3,0,0,,0,0.0,2,14,7.0,0,,austin-mcclellan-1
996,Ben Scruton*,Hawaii,MWC,10,1,14,14.0,0,1.4,0,0,,0,0.0,1,14,14.0,0,,ben-scruton-1
997,Bilal Marshall,Purdue,Big Ten,12,9,14,1.6,0,1.2,40,477,11.9,3,39.8,49,491,10.0,3,,bilal-marshall-1
998,Brady Bodine*,North Carolina State,ACC,12,3,14,4.7,0,1.2,0,0,,0,0.0,3,14,4.7,0,,brady-bodine-1
999,Felton Davis III,Michigan State,Big Ten,11,1,14,14.0,0,1.3,12,150,12.5,1,13.6,13,164,12.6,1,,felton-davis-iii-1
1000,Garet Morrell,Marshall,CUSA,5,18,14,0.8,0,2.8,0,0,,0,0.0,18,14,0.8,0,,garet-morrell-1
1001,Jacob Stafford*,Air Force,MWC,2,4,14,3.5,0,7.0,0,0,,0,0.0,4,14,3.5,0,,jacob-stafford-1
1002,Jamir Tillman*,Navy,American,14,2,14,7.0,0,1.0,40,631,15.8,2,45.1,42,645,15.4,2,,jamir-tillman-1
1003,Lucky Jackson*,Western Kentucky,CUSA,14,2,14,7.0,0,1.0,26,395,15.2,2,28.2,28,409,14.6,2,,lucky-jackson-1
1004,Michael Barden,Texas Tech,Big 12,11,2,14,7.0,0,1.3,0,0,,0,0.0,2,14,7.0,0,,michael-barden-1
1005,Nathan Meadors Jr.,Louisiana-Monroe,Sun Belt,3,4,14,3.5,0,4.7,1,15,15.0,0,5.0,5,29,5.8,0,,nathan-meadors-jr-1
1006,Orion Prescott,UTEP,CUSA,12,3,14,4.7,0,1.2,0,0,,0,0.0,3,14,4.7,0,,orion-prescott-1
1007,Ronnie Clark*,Alabama,SEC,1,4,14,3.5,0,14.0,0,0,,0,0.0,4,14,3.5,0,,ronnie-clark-1
1008,Ross Trail,Cincinnati,American,4,19,14,0.7,2,3.5,0,0,,0,0.0,19,14,0.7,2,,ross-trail-1
1009,Ryan Switzer*,North Carolina,ACC,13,3,14,4.7,0,1.1,96,1112,11.6,6,85.5,99,1126,11.4,6,,ryan-switzer-1
1010,TaQuon Marshall*,Georgia Tech,ACC,2,7,14,2.0,1,7.0,0,0,,0,0.0,7,14,2.0,1,,taquon-marshall-1
1011,Terry Godwin*,Georgia,SEC,13,4,14,3.5,0,1.1,38,397,10.4,0,30.5,42,411,9.8,0,,terry-godwin-1
1012,Will Gleeson,Ole Miss,SEC,12,1,14,14.0,0,1.2,0,0,,0,0.0,1,14,14.0,0,,will-gleeson-1
1013,Chris Godwin*,Penn State,Big Ten,14,1,13,13.0,0,0.9,59,982,16.6,11,70.1,60,995,16.6,11,,chris-godwin-1
1014,Cole Garvin*,South Alabama,Sun Belt,6,18,13,0.7,0,2.2,0,0,,0,0.0,18,13,0.7,0,,cole-garvin-1
1015,Daniel Parr,Florida Atlantic,CUSA,9,10,13,1.3,0,1.4,0,0,,0,0.0,10,13,1.3,0,,daniel-parr-1
1016,David Blough,Purdue,Big Ten,12,80,13,0.2,4,1.1,1,8,8.0,0,0.7,81,21,0.3,4,,david-blough-1
1017,Devon Allen,Oregon,Pac-12,3,3,13,4.3,0,4.3,4,141,35.3,1,47.0,7,154,22.0,1,,devon-allen-1
1018,Jaquarius Bargnare*,UCF,American,10,2,13,6.5,0,1.3,6,15,2.5,0,1.5,8,28,3.5,0,,jaquarius-bargnare-1
1019,KeeSean Johnson,Fresno State,MWC,12,3,13,4.3,0,1.1,66,773,11.7,6,64.4,69,786,11.4,6,,keesean-johnson-1
1020,Lanard Fournette*,LSU,SEC,5,5,13,2.6,0,2.6,0,0,,0,0.0,5,13,2.6,0,,lanard-fournette-1
1021,Michael Willett*,UCF,American,2,5,13,2.6,0,6.5,0,0,,0,0.0,5,13,2.6,0,,michael-willett-1
1022,Olabisi Johnson*,Colorado State,MWC,13,1,13,13.0,0,1.0,28,613,21.9,4,47.2,29,626,21.6,4,,olabisi-johnson-1
1023,Quay Mann,Duke,ACC,12,7,13,1.9,0,1.1,1,-2,-2.0,0,-0.2,8,11,1.4,0,,quay-mann-1
1024,Randle Jones*,Temple,American,8,2,13,6.5,0,1.6,0,0,,0,0.0,2,13,6.5,0,,randle-jones-1
1025,Steven Coutts*,Louisiana,Sun Belt,13,1,13,13.0,0,1.0,0,0,,0,0.0,1,13,13.0,0,,steven-coutts-1
1026,Byron Pringle*,Kansas State,Big 12,13,3,12,4.0,0,0.9,39,631,16.2,4,48.5,42,643,15.3,4,,byron-pringle-1
1027,Deangleo Antoine*,South Florida,American,9,2,12,6.0,0,1.3,8,24,3.0,0,2.7,10,36,3.6,0,,deangleo-antoine-1
1028,Derrick Mitchell Jr.*,Iowa,Big Ten,5,2,12,6.0,1,2.4,6,24,4.0,0,4.8,8,36,4.5,1,,derrick-mitchell-jr-1
1029,Eddie Daugherty*,Eastern Michigan,MAC,13,2,12,6.0,0,0.9,31,289,9.3,0,22.2,33,301,9.1,0,,eddie-daugherty-1
1030,Jalen Greene*,USC,Pac-12,13,4,12,3.0,0,0.9,8,116,14.5,0,8.9,12,128,10.7,0,,jalen-greene-1
1031,Jay MacIntyre*,Colorado,Pac-12,14,4,12,3.0,0,0.9,32,412,12.9,1,29.4,36,424,11.8,1,,jay-macintyre-1
1032,Justin Hardee,Illinois,Big Ten,12,1,12,12.0,0,1.0,25,314,12.6,0,26.2,26,326,12.5,0,,justin-hardee-1
1033,Kyle Fulks*,Utah,Pac-12,12,3,12,4.0,0,1.0,6,57,9.5,0,4.8,9,69,7.7,0,,kyle-fulks-1
1034,Mekhi Stevenson,Nevada-Las Vegas,MWC,12,1,12,12.0,0,1.0,14,171,12.2,2,14.3,15,183,12.2,2,,mekhi-stevenson-1
1035,Mikel Horton*,Kentucky,SEC,3,3,12,4.0,0,4.0,0,0,,0,0.0,3,12,4.0,0,,mikel-horton-1
1036,Monty Madaris,Michigan State,Big Ten,11,1,12,12.0,0,1.1,24,310,12.9,1,28.2,25,322,12.9,1,,monty-madaris-1
1037,Prescott Line,Michigan State,Big Ten,10,5,12,2.4,0,1.2,3,18,6.0,0,1.8,8,30,3.8,0,,prescott-line-1
1038,Sahwndarrius Phillips,Florida International,CUSA,3,8,12,1.5,0,4.0,0,0,,0,0.0,8,12,1.5,0,,sahwndarrius-phillips-1
1039,Shawndarrius Phillips,Florida International,CUSA,4,8,12,1.5,0,3.0,0,0,,0,0.0,8,12,1.5,0,,shawndarrius-phillips-1
1040,Shay Fields*,Colorado,Pac-12,14,1,12,12.0,0,0.9,56,883,15.8,9,63.1,57,895,15.7,9,,shay-fields-1
1041,Tre' Jackson,Tulane,American,4,3,12,4.0,0,3.0,0,0,,0,0.0,3,12,4.0,0,,tre-jackson-1
1042,Tyree McCants*,South Florida,American,13,2,12,6.0,0,0.9,25,384,15.4,4,29.5,27,396,14.7,4,,tyree-mccants-1
1043,Willie Parker*,Eastern Michigan,MAC,5,10,12,1.2,1,2.4,5,32,6.4,0,6.4,15,44,2.9,1,,willie-parker-2
1044,Artavis Scott*,Clemson,ACC,15,6,11,1.8,0,0.7,76,614,8.1,5,40.9,82,625,7.6,5,,artavis-scott-1
1045,Brice Ramsey*,Georgia,SEC,7,1,11,11.0,0,1.6,0,0,,0,0.0,1,11,11.0,0,,brice-ramsey-1
1046,Cameron Morgan*,Kansas State,Big 12,2,1,11,11.0,0,5.5,0,0,,0,0.0,1,11,11.0,0,,cameron-morgan-1
1047,Dane Roy*,Houston,American,13,1,11,11.0,0,0.8,0,0,,0,0.0,1,11,11.0,0,,dane-roy-1
1048,Justin Rice,Fresno State,MWC,6,9,11,1.2,0,1.8,2,15,7.5,0,2.5,11,26,2.4,0,,justin-rice-1
1049,Kendrick Mouton*,Navy,American,6,2,11,5.5,1,1.8,0,0,,0,0.0,2,11,5.5,1,,kendrick-mouton-1
1050,Ryan Timmons*,Kentucky,SEC,13,1,11,11.0,0,0.8,23,266,11.6,0,20.5,24,277,11.5,0,,ryan-timmons-1
1051,Tueni Lupeamanu*,Idaho,Sun Belt,13,7,11,1.6,2,0.8,0,0,,0,0.0,7,11,1.6,2,,tueni-lupeamanu-1
1052,Tyler Queen*,Auburn,SEC,2,1,11,11.0,0,5.5,0,0,,0,0.0,1,11,11.0,0,,tyler-queen-1
1053,Alex Byers,Utah State,MWC,9,1,10,10.0,0,1.1,2,49,24.5,0,5.4,3,59,19.7,0,,alex-byers-1
1054,Cameron Posey,Purdue,Big Ten,12,3,10,3.3,0,0.8,39,356,9.1,3,29.7,42,366,8.7,3,,cameron-posey-1
1055,Camion Patrick*,Indiana,Big Ten,10,4,10,2.5,1,1.0,6,154,25.7,1,15.4,10,164,16.4,2,,camion-patrick-1
1056,Christian Wilkins*,Clemson,ACC,15,1,10,10.0,0,0.7,1,1,1.0,1,0.1,2,11,5.5,1,,christian-wilkins-1
1057,Colby Hansen*,BYU,Ind,3,4,10,2.5,0,3.3,0,0,,0,0.0,4,10,2.5,0,,colby-hansen-1
1058,Connor Slomka*,Army,Ind,1,2,10,5.0,0,10.0,0,0,,0,0.0,2,10,5.0,0,,connor-slomka-1
1059,Corbin White*,UTSA,CUSA,5,4,10,2.5,0,2.0,2,8,4.0,0,1.6,6,18,3.0,0,,corbin-white-1
1060,Dee Fleming*,Louisiana Tech,CUSA,4,4,10,2.5,0,2.5,0,0,,0,0.0,4,10,2.5,0,,dee-fleming-1
1061,Devin Ross*,Colorado,Pac-12,14,3,10,3.3,0,0.7,69,787,11.4,5,56.2,72,797,11.1,5,,devin-ross-2
1062,Dillon Sterling-Cole,Arizona State,Pac-12,6,15,10,0.7,1,1.7,0,0,,0,0.0,15,10,0.7,1,,dillon-sterling-cole-1
1063,D.L. Knock*,Ohio,MAC,7,5,10,2.0,0,1.4,0,0,,0,0.0,5,10,2.0,0,,dl-knock-1
1064,Keenen Johnson*,Tulsa,American,8,2,10,5.0,0,1.3,30,305,10.2,1,38.1,32,315,9.8,1,,keenen-johnson-1
1065,Kelton Moore,Nevada,MWC,11,2,10,5.0,0,0.9,0,0,,0,0.0,2,10,5.0,0,,kelton-moore-1
1066,LaBaron Anthony,Georgia Southern,Sun Belt,2,7,10,1.4,0,5.0,0,0,,0,0.0,7,10,1.4,0,,labaron-anthony-1
1067,Levern Jacobs*,Maryland,Big Ten,13,1,10,10.0,0,0.8,41,439,10.7,2,33.8,42,449,10.7,2,,levern-jacobs-1
1068,Lyndon Johnson,Cincinnati,American,10,2,10,5.0,0,1.0,5,75,15.0,0,7.5,7,85,12.1,0,,lyndon-johnson-1
1069,Melquise Stovall,California,Pac-12,10,3,10,3.3,0,1.0,42,415,9.9,3,41.5,45,425,9.4,3,,melquise-stovall-1
1070,Q' Drennan*,New Mexico,MWC,13,1,10,10.0,0,0.8,11,284,25.8,3,21.8,12,294,24.5,3,,q-drennan-1
1071,Sean Daniel*,Virginia Tech,ACC,1,1,10,10.0,0,10.0,1,6,6.0,0,6.0,2,16,8.0,0,,sean-daniel-1
1072,Shane Smith,San Jose State,MWC,12,2,10,5.0,0,0.8,5,36,7.2,0,3.0,7,46,6.6,0,,shane-smith-4
1073,Tearris Wallace*,Memphis,American,3,7,10,1.4,0,3.3,0,0,,0,0.0,7,10,1.4,0,,tearris-wallace-1
1074,Tony Julmisse*,Colorado,Pac-12,14,1,10,10.0,0,0.7,0,0,,0,0.0,1,10,10.0,0,,tony-julmisse-1
1075,Tyler Sarrazin*,Southern Mississippi,CUSA,13,2,10,5.0,0,0.8,0,0,,0,0.0,2,10,5.0,0,,tyler-sarrazin-1
1076,William Crest*,West Virginia,Big 12,9,4,10,2.5,0,1.1,0,0,,0,0.0,4,10,2.5,0,,william-crest-1
1077,Andrew Celis,Nevada,MWC,12,2,9,4.5,0,0.8,23,318,13.8,0,26.5,25,327,13.1,0,,andrew-celis-1
1078,Chase Claypool,Notre Dame,Ind,11,1,9,9.0,0,0.8,5,81,16.2,0,7.4,6,90,15.0,0,,chase-claypool-1
1079,Chris Montgomery,Charlotte,CUSA,12,1,9,9.0,1,0.8,3,6,2.0,0,0.5,4,15,3.8,1,,chris-montgomery-3
1080,Conner McQueen*,Texas A&M,SEC,13,1,9,9.0,0,0.7,0,0,,0,0.0,1,9,9.0,0,,conner-mcqueen-1
1081,Deon Stewart*,Arkansas,SEC,12,2,9,4.5,0,0.8,2,34,17.0,0,2.8,4,43,10.8,0,,deon-stewart-1
1082,Devin Glenn,Tulane,American,11,2,9,4.5,0,0.8,3,32,10.7,0,2.9,5,41,8.2,0,,devin-glenn-1
1083,Dylan Collie*,Hawaii,MWC,14,1,9,9.0,0,0.6,33,322,9.8,4,23.0,34,331,9.7,4,,dylan-collie-1
1084,Elijah Sindelar,Purdue,Big Ten,5,4,9,2.3,0,1.8,0,0,,0,0.0,4,9,2.3,0,,elijah-sindelar-1
1085,Forrest Lamp*,Western Kentucky,CUSA,11,1,9,9.0,1,0.8,0,0,,0,0.0,1,9,9.0,1,,forrest-lamp-1
1086,Grayson Muehlstein*,Texas Christian,Big 12,1,3,9,3.0,0,9.0,0,0,,0,0.0,3,9,3.0,0,,grayson-muehlstein-1
1087,Hayden Hurst*,South Carolina,SEC,13,2,9,4.5,0,0.7,48,616,12.8,1,47.4,50,625,12.5,1,,hayden-hurst-1
1088,Jalen McCleskey*,Oklahoma State,Big 12,13,3,9,3.0,0,0.7,73,812,11.1,7,62.5,76,821,10.8,7,,jalen-mccleskey-1
1089,Jordan Smallwood*,Oklahoma,Big 12,13,1,9,9.0,0,0.7,5,52,10.4,0,4.0,6,61,10.2,0,,jordan-smallwood-1
1090,Manny Stocker*,Pitt,ACC,6,2,9,4.5,0,1.5,0,0,,0,0.0,2,9,4.5,0,,manny-stocker-1
1091,Mathew Sexton*,Eastern Michigan,MAC,8,1,9,9.0,0,1.1,3,51,17.0,0,6.4,4,60,15.0,0,,mathew-sexton-1
1092,Quay Johnson,East Carolina,American,12,4,9,2.3,0,0.8,58,563,9.7,3,46.9,62,572,9.2,3,,quay-johnson-1
1093,Quentin Harris,Duke,ACC,1,3,9,3.0,0,9.0,0,0,,0,0.0,3,9,3.0,0,,quentin-harris-2
1094,Ryan Yurachek,Marshall,CUSA,11,1,9,9.0,0,0.8,28,298,10.6,5,27.1,29,307,10.6,5,,ryan-yurachek-1
1095,Taylor Boose,Cincinnati,American,4,2,9,4.5,0,2.3,0,0,,0,0.0,2,9,4.5,0,,taylor-boose-1
1096,Wade Freebeck*,Vanderbilt,SEC,3,3,9,3.0,0,3.0,0,0,,0,0.0,3,9,3.0,0,,wade-freebeck-1
1097,Warren Long*,Northwestern,Big Ten,1,1,9,9.0,0,9.0,0,0,,0,0.0,1,9,9.0,0,,warren-long-1
1098,Ahmmon Richards*,Miami (FL),ACC,13,2,8,4.0,0,0.6,49,934,19.1,3,71.8,51,942,18.5,3,,ahmmon-richards-1
1099,Austin Kendall*,Oklahoma,Big 12,2,6,8,1.3,0,4.0,0,0,,0,0.0,6,8,1.3,0,,austin-kendall-1
1100,Cameron Echols-Luper*,Arkansas State,Sun Belt,13,7,8,1.1,0,0.6,26,407,15.7,1,31.3,33,415,12.6,1,,cameron-echols-luper-1
1101,Chris Barr*,South Florida,American,9,3,8,2.7,0,0.9,6,59,9.8,1,6.6,9,67,7.4,1,,chris-barr-1
1102,Chris Platt*,Baylor,Big 12,13,1,8,8.0,0,0.6,35,567,16.2,4,43.6,36,575,16.0,4,,chris-platt-1
1103,Collin Kilcrease*,Southern Mississippi,CUSA,10,3,8,2.7,0,0.8,0,0,,0,0.0,3,8,2.7,0,,collin-kilcrease-1
1104,Darrin Laufasa,UTEP,CUSA,11,3,8,2.7,0,0.7,3,17,5.7,0,1.5,6,25,4.2,0,,darrin-laufasa-1
1105,Delvin Weems,Marshall,CUSA,1,2,8,4.0,0,8.0,0,0,,0,0.0,2,8,4.0,0,,delvin-weems-1
1106,Dontez Ford*,Pitt,ACC,8,3,8,2.7,0,1.0,17,288,16.9,2,36.0,20,296,14.8,2,,dontez-ford-1
1107,Drew Morgan*,Arkansas,SEC,13,4,8,2.0,0,0.6,65,739,11.4,3,56.8,69,747,10.8,3,,drew-morgan-1
1108,Fred Melifonwu*,San Diego State,MWC,5,2,8,4.0,0,1.6,0,0,,0,0.0,2,8,4.0,0,,fred-melifonwu-1
1109,George Morris II,Syracuse,ACC,7,3,8,2.7,0,1.1,0,0,,0,0.0,3,8,2.7,0,,george-morris-ii-1
1110,Javon Thomas*,Tulsa,American,1,2,8,4.0,0,8.0,0,0,,0,0.0,2,8,4.0,0,,javon-thomas-1
1111,John Ursua*,Hawaii,MWC,14,4,8,2.0,1,0.6,53,652,12.3,3,46.6,57,660,11.6,4,,john-ursua-1
1112,Kenneth Walker III,UCLA,Pac-12,11,1,8,8.0,0,0.7,22,365,16.6,4,33.2,23,373,16.2,4,,kenny-walker-2
1113,Marquis Zimmerman,Bowling Green,MAC,10,1,8,8.0,0,0.8,22,184,8.4,1,18.4,23,192,8.3,1,,marquis-zimmerman-1
1114,Myles Campbell,Georgia Southern,Sun Belt,12,2,8,4.0,0,0.7,31,384,12.4,4,32.0,33,392,11.9,4,,myles-campbell-1
1115,Rashad Still*,Minnesota,Big Ten,10,1,8,8.0,0,0.8,18,349,19.4,0,34.9,19,357,18.8,0,,rashad-still-1
1116,Rob Ritrovato*,Temple,American,13,3,8,2.7,0,0.6,0,0,,0,0.0,3,8,2.7,0,,rob-ritrovato-1
1117,Ryan Velez*,Army,Ind,1,1,8,8.0,0,8.0,0,0,,0,0.0,1,8,8.0,0,,ryan-velez-1
1118,Timmy Hernandez,Oregon State,Pac-12,12,1,8,8.0,0,0.7,19,241,12.7,1,20.1,20,249,12.5,1,,timmy-hernandez-1
1119,Trever Ryen,Iowa State,Big 12,12,1,8,8.0,0,0.7,37,388,10.5,2,32.3,38,396,10.4,2,,trever-ryen-1
1120,Tyler Wormhoudt*,San Diego State,MWC,2,2,8,4.0,0,4.0,0,0,,0,0.0,2,8,4.0,0,,tyler-wormhoudt-1
1121,Ajalen Holley,Louisiana-Monroe,Sun Belt,12,3,7,2.3,0,0.6,34,310,9.1,1,25.8,37,317,8.6,1,,ajalen-holley-1
1122,Bailey Cate*,Old Dominion,CUSA,13,2,7,3.5,0,0.5,0,0,,0,0.0,2,7,3.5,0,,bailey-cate-1
1123,Callen Hightower*,Idaho,Sun Belt,10,4,7,1.8,0,0.7,33,383,11.6,3,38.3,37,390,10.5,3,,callen-hightower-1
1124,Cedrick Wilson Jr.*,Boise State,MWC,13,3,7,2.3,0,0.5,56,1129,20.2,11,86.8,59,1136,19.3,11,,cedrick-wilson-2
1125,Clayton Glasper,Northern Illinois,MAC,12,2,7,3.5,0,0.6,0,0,,0,0.0,2,7,3.5,0,,clayton-glasper-1
1126,Darveon Brown*,Arkansas State,Sun Belt,9,1,7,7.0,0,0.8,0,0,,0,0.0,1,7,7.0,0,,darveon-brown-1
1127,Hussein Howe,East Carolina,American,12,3,7,2.3,0,0.6,0,0,,0,0.0,3,7,2.3,0,,hussein-howe-1
1128,Irvine Paye*,Penn State,Big Ten,1,1,7,7.0,0,7.0,1,10,10.0,0,10.0,2,17,8.5,0,,irvine-paye-1
1129,Jamari Smith*,South Carolina,SEC,12,2,7,3.5,0,0.6,0,0,,0,0.0,2,7,3.5,0,,jamari-smith-1
1130,Jamie Sackville,SMU,American,12,2,7,3.5,0,0.6,0,0,,0,0.0,2,7,3.5,0,,jamie-sackville-1
1131,Jared Bertrand,Tulane,American,1,1,7,7.0,0,7.0,0,0,,0,0.0,1,7,7.0,0,,jared-bertrand-1
1132,Justin Agner,Kent State,MAC,2,12,7,0.6,0,3.5,0,0,,0,0.0,12,7,0.6,0,,justin-agner-1
1133,Keon Hatcher*,Arkansas,SEC,12,4,7,1.8,0,0.6,44,743,16.9,8,61.9,48,750,15.6,8,,keon-hatcher-1
